dataset,n_sequences,uniqueness,apjd,mpd,jsd_3mer,jsd_gc,jsd_entropy
sequence_craft_nofilter,250000,100.0,0.7133679507660445,0.7082711894530931,0.0030056956914009053,0.013754424401038141,0.006695381604418428
