panel,n_screened,n_seqcraft,screened_to_nearest_seqcraft_cosine_mean,screened_to_nearest_seqcraft_cosine_median,screened_to_nearest_seqcraft_cosine_p10,screened_to_nearest_seqcraft_cosine_p90,seqcraft_to_nearest_screened_cosine_mean,seqcraft_to_nearest_screened_cosine_median,centroid_cosine_similarity,seqcraft_intra_cosine_mean,seqcraft_intra_cosine_median,screened_intra_cosine_mean,screened_intra_cosine_median,screened_to_nearest_seqcraft_l2_mean,screened_to_nearest_seqcraft_l2_median,seqcraft_to_nearest_screened_l2_mean
WGAN_distr,568,349,0.9950090646743774,0.996152937412262,0.9905333280563354,0.9978744685649872,0.9950610399246216,0.9965965151786804,0.998690128326416,0.9523030519485474,0.9727739691734314,0.9651234745979309,0.9781045913696289,1.159144401550293,1.1209638118743896,1.1237871646881104
WGAN_mfe,421,349,0.9958986639976501,0.9967296719551086,0.9922815561294556,0.9980102777481079,0.9935948848724365,0.9961780309677124,0.9981109499931335,0.9526548981666565,0.9731104373931885,0.9771677851676941,0.9849561452865601,1.1005871295928955,1.0709179639816284,1.2265474796295166
WGAN_real,394,349,0.9944620728492737,0.9954476356506348,0.9905754268169403,0.9976000130176544,0.994888961315155,0.9962415099143982,0.9961209297180176,0.9491894245147705,0.9730756282806396,0.9597323536872864,0.9701733589172363,1.1721750497817993,1.1372989416122437,1.162243127822876
